Date,High,Low,Open,Close,Volume,Adj Close
2020-04-14,2.0399999618530273,1.899999976158142,1.9600000381469727,2.0399999618530273,1800,2.0399999618530273
2020-04-15,2.0,1.8600000143051147,2.0,1.940000057220459,2600,1.940000057220459
2020-04-16,2.0,1.8300000429153442,1.8300000429153442,1.9900000095367432,1800,1.9900000095367432
2020-04-17,1.9900000095367432,1.9299999475479126,1.9900000095367432,1.9299999475479126,600,1.9299999475479126
2020-04-20,1.9500000476837158,1.840000033378601,1.9500000476837158,1.850000023841858,900,1.850000023841858
2020-04-21,1.850000023841858,1.6699999570846558,1.850000023841858,1.6699999570846558,7600,1.6699999570846558
2020-04-22,1.9199999570846558,1.7200000286102295,1.909999966621399,1.7899999618530273,2800,1.7899999618530273
2020-04-23,1.7899999618530273,1.7899999618530273,1.7899999618530273,1.7899999618530273,0,1.7899999618530273
2020-04-24,1.9199999570846558,1.6100000143051147,1.899999976158142,1.6299999952316284,30500,1.6299999952316284
2020-04-27,1.7400000095367432,1.600000023841858,1.600000023841858,1.6299999952316284,4200,1.6299999952316284
2020-04-28,1.7899999618530273,1.5800000429153442,1.5800000429153442,1.6100000143051147,7400,1.6100000143051147
2020-04-29,1.7799999713897705,1.6100000143051147,1.6100000143051147,1.75,10300,1.75
2020-04-30,1.7999999523162842,1.7599999904632568,1.7799999713897705,1.7799999713897705,2600,1.7799999713897705
2020-05-01,1.7999999523162842,1.6200000047683716,1.6200000047683716,1.7799999713897705,900,1.7799999713897705
2020-05-04,1.7999999523162842,1.7200000286102295,1.7999999523162842,1.7699999809265137,900,1.7699999809265137
2020-05-05,1.7999999523162842,1.649999976158142,1.649999976158142,1.7999999523162842,800,1.7999999523162842
2020-05-06,1.7999999523162842,1.7899999618530273,1.7999999523162842,1.7899999618530273,500,1.7899999618530273
2020-05-07,1.7899999618530273,1.7899999618530273,1.7899999618530273,1.7899999618530273,1000,1.7899999618530273
2020-05-08,1.7899999618530273,1.7200000286102295,1.7200000286102295,1.7899999618530273,1500,1.7899999618530273
2020-05-11,1.8700000047683716,1.7699999809265137,1.7999999523162842,1.7699999809265137,14700,1.7699999809265137
2020-05-12,1.9199999570846558,1.8700000047683716,1.8700000047683716,1.8799999952316284,900,1.8799999952316284
2020-05-13,1.8799999952316284,1.7999999523162842,1.7999999523162842,1.8799999952316284,900,1.8799999952316284
2020-05-14,1.8799999952316284,1.7200000286102295,1.8799999952316284,1.8700000047683716,1400,1.8700000047683716
2020-05-15,1.8700000047683716,1.8700000047683716,1.8700000047683716,1.8700000047683716,0,1.8700000047683716
2020-05-18,1.9700000286102295,1.7799999713897705,1.7799999713897705,1.9299999475479126,1300,1.9299999475479126
2020-05-19,1.9500000476837158,1.7999999523162842,1.9500000476837158,1.7999999523162842,500,1.7999999523162842
2020-05-20,1.899999976158142,1.75,1.809999942779541,1.899999976158142,3000,1.899999976158142
2020-05-21,1.899999976158142,1.809999942779541,1.8899999856948853,1.809999942779541,1800,1.809999942779541
2020-05-22,1.9700000286102295,1.809999942779541,1.9700000286102295,1.9500000476837158,1200,1.9500000476837158
2020-05-26,1.9500000476837158,1.9500000476837158,1.9500000476837158,1.9500000476837158,0,1.9500000476837158
2020-05-27,1.9500000476837158,1.9500000476837158,1.9500000476837158,1.9500000476837158,500,1.9500000476837158
2020-05-28,1.9500000476837158,1.8600000143051147,1.9500000476837158,1.8600000143051147,1100,1.8600000143051147
2020-05-29,1.8799999952316284,1.7599999904632568,1.8600000143051147,1.7699999809265137,5800,1.7699999809265137
2020-06-01,1.8300000429153442,1.8300000429153442,1.8300000429153442,1.8300000429153442,800,1.8300000429153442
2020-06-02,1.8799999952316284,1.8700000047683716,1.8799999952316284,1.8700000047683716,700,1.8700000047683716
2020-06-03,1.809999942779541,1.7300000190734863,1.809999942779541,1.7300000190734863,2500,1.7300000190734863
2020-06-04,1.809999942779541,1.7300000190734863,1.7300000190734863,1.809999942779541,1300,1.809999942779541
2020-06-05,1.899999976158142,1.7599999904632568,1.899999976158142,1.7999999523162842,3900,1.7999999523162842
2020-06-08,1.850000023841858,1.8200000524520874,1.8300000429153442,1.850000023841858,5000,1.850000023841858
2020-06-09,1.909999966621399,1.809999942779541,1.8600000143051147,1.899999976158142,3500,1.899999976158142
2020-06-10,1.9199999570846558,1.9199999570846558,1.9199999570846558,1.9199999570846558,400,1.9199999570846558
2020-06-11,1.909999966621399,1.8700000047683716,1.909999966621399,1.8700000047683716,800,1.8700000047683716
2020-06-12,1.8799999952316284,1.850000023841858,1.8799999952316284,1.8799999952316284,600,1.8799999952316284
2020-06-15,1.8799999952316284,1.8300000429153442,1.8300000429153442,1.8799999952316284,700,1.8799999952316284
2020-06-16,1.850000023841858,1.809999942779541,1.8300000429153442,1.809999942779541,3300,1.809999942779541
2020-06-17,3.4800000190734863,1.8700000047683716,1.8700000047683716,2.7699999809265137,106400,2.7699999809265137
2020-06-18,2.7799999713897705,1.7699999809265137,1.9800000190734863,1.850000023841858,270200,1.850000023841858
2020-06-19,2.1500000953674316,1.9500000476837158,2.1500000953674316,1.9600000381469727,24100,1.9600000381469727
2020-06-22,1.9299999475479126,1.850000023841858,1.8700000047683716,1.850000023841858,12200,1.850000023841858
