Date,High,Low,Open,Close,Volume,Adj Close
2019-11-29,16.540000915527344,16.280000686645508,16.350000381469727,16.540000915527344,17278900,16.540000915527344
2019-12-02,17.6299991607666,16.459999084472656,16.520000457763672,17.399999618530273,54318800,17.399999618530273
2019-12-03,19.040000915527344,18.309999465942383,18.739999771118164,18.40999984741211,93773100,18.40999984741211
2019-12-04,17.979999542236328,17.34000015258789,17.84000015258789,17.559999465942383,42567000,17.559999465942383
2019-12-05,17.8799991607666,17.260000228881836,17.290000915527344,17.329999923706055,33390100,17.329999923706055
2019-12-06,16.969999313354492,16.579999923706055,16.670000076293945,16.729999542236328,39175400,16.729999542236328
2019-12-09,17.614999771118164,16.71500015258789,16.799999237060547,17.600000381469727,37822000,17.600000381469727
2019-12-10,17.969999313354492,17.270000457763672,17.5,17.6299991607666,35561500,17.6299991607666
2019-12-11,17.540000915527344,17.110000610351562,17.440000534057617,17.219999313354492,29098500,17.219999313354492
2019-12-12,17.290000915527344,16.18000030517578,17.18000030517578,16.200000762939453,64103500,16.200000762939453
2019-12-13,16.540000915527344,15.510000228881836,16.1299991607666,15.529999732971191,73711700,15.529999732971191
2019-12-16,15.210000038146973,14.880000114440918,15.069999694824219,15.199999809265137,34186200,15.199999809265137
2019-12-17,15.279999732971191,14.970000267028809,15.050000190734863,15.09000015258789,30287000,15.09000015258789
2019-12-18,15.25,14.868000030517578,14.90999984741211,15.239999771118164,29744000,15.239999771118164
2019-12-19,15.25,14.859999656677246,15.180000305175781,14.859999656677246,28926000,14.859999656677246
2019-12-20,15.039999961853027,14.760000228881836,14.8100004196167,15.039999961853027,25170100,15.039999961853027
2019-12-23,15.130000114440918,14.970000267028809,15.0,15.09000015258789,15115400,15.09000015258789
2019-12-24,15.10099983215332,14.899999618530273,15.029999732971191,14.9399995803833,10315500,14.9399995803833
2019-12-26,14.949999809265137,14.800000190734863,14.819999694824219,14.920000076293945,13556800,14.920000076293945
2019-12-27,15.390000343322754,14.850000381469727,14.859999656677246,15.229999542236328,26424000,15.229999542236328
2019-12-30,15.960000038146973,15.350000381469727,15.359999656677246,15.760000228881836,34244100,15.760000228881836
2019-12-31,16.059999465942383,15.0600004196167,15.970000267028809,15.119999885559082,33126300,15.119999885559082
2020-01-02,15.039999961853027,14.5,14.710000038146973,14.510000228881836,28312400,14.510000228881836
2020-01-03,15.739999771118164,14.949999809265137,15.670000076293945,15.289999961853027,48156600,15.289999961853027
2020-01-06,15.791000366210938,15.079999923706055,15.739999771118164,15.079999923706055,26057200,15.079999923706055
2020-01-07,15.359999656677246,14.850000381469727,15.15999984741211,15.010000228881836,27335100,15.010000228881836
2020-01-08,15.0,14.329999923706055,14.90999984741211,14.800000190734863,48252500,14.800000190734863
2020-01-09,14.520000457763672,14.170000076293945,14.380000114440918,14.180000305175781,32086900,14.180000305175781
2020-01-10,14.28499984741211,13.960000038146973,14.15999984741211,14.119999885559082,32915100,14.119999885559082
2020-01-13,14.109999656677246,13.739999771118164,13.960000038146973,13.760000228881836,28161300,13.760000228881836
2020-01-14,13.899999618530273,13.510000228881836,13.789999961853027,13.65999984741211,33361900,13.65999984741211
2020-01-15,13.710000038146973,13.510000228881836,13.65999984741211,13.619999885559082,30391100,13.619999885559082
2020-01-16,13.454999923706055,13.260000228881836,13.420000076293945,13.289999961853027,27563300,13.289999961853027
2020-01-17,13.5600004196167,13.25,13.289999961853027,13.319999694824219,33490400,13.319999694824219
2020-01-21,13.520000457763672,13.149999618530273,13.5,13.430000305175781,41407800,13.430000305175781
2020-01-22,13.539999961853027,13.170000076293945,13.170000076293945,13.539999961853027,36471700,13.539999961853027
2020-01-23,13.970000267028809,13.449999809265137,13.75,13.489999771118164,34929400,13.489999771118164
2020-01-24,14.529999732971191,13.210000038146973,13.270000457763672,14.239999771118164,102537000,14.239999771118164
2020-01-27,15.729999542236328,15.119999885559082,15.470000267028809,15.710000038146973,82703100,15.710000038146973
2020-01-28,15.449999809265137,14.760000228881836,15.329999923706055,14.829999923706055,53749000,14.829999923706055
2020-01-29,15.09000015258789,14.420000076293945,14.569999694824219,14.850000381469727,41762700,14.850000381469727
2020-01-30,15.75,14.600000381469727,15.420000076293945,14.600000381469727,67207000,14.600000381469727
2020-01-31,16.700000762939453,14.90999984741211,14.90999984741211,16.200000762939453,107578600,16.200000762939453
2020-02-03,16.020000457763672,15.220000267028809,15.789999961853027,15.579999923706055,51702800,15.579999923706055
2020-02-04,15.010000228881836,14.609999656677246,14.90999984741211,14.829999923706055,47310100,14.829999923706055
2020-02-05,14.729999542236328,14.199999809265137,14.289999961853027,14.199999809265137,47395300,14.199999809265137
2020-02-06,14.380000114440918,14.0,14.079999923706055,14.09000015258789,38699600,14.09000015258789
2020-02-07,14.670000076293945,14.149999618530273,14.5,14.380000114440918,46590800,14.380000114440918
2020-02-10,14.510000228881836,14.039999961853027,14.510000228881836,14.100000381469727,35691200,14.100000381469727
2020-02-11,14.180000305175781,13.800000190734863,13.880000114440918,14.119999885559082,36919800,14.119999885559082
2020-02-12,13.930000305175781,13.380000114440918,13.859999656677246,13.399999618530273,39928500,13.399999618530273
2020-02-13,13.968999862670898,13.529999732971191,13.84000015258789,13.6899995803833,33763200,13.6899995803833
2020-02-14,13.8149995803833,13.470000267028809,13.5600004196167,13.520000457763672,33572100,13.520000457763672
2020-02-18,14.029999732971191,13.569999694824219,13.779999732971191,13.760000228881836,40848700,13.760000228881836
2020-02-19,13.65999984741211,13.420000076293945,13.510000228881836,13.5600004196167,36168500,13.5600004196167
2020-02-20,14.489999771118164,13.5,13.609999656677246,14.039999961853027,82757000,14.039999961853027
2020-02-21,15.300000190734863,14.34000015258789,14.479999542236328,14.899999618530273,86429300,14.899999618530273
2020-02-24,17.75,16.350000381469727,17.15999984741211,17.670000076293945,144877300,17.670000076293945
2020-02-25,19.850000381469727,16.93000030517578,17.059999465942383,19.34000015258789,179919400,19.34000015258789
2020-02-26,19.639999389648438,18.06999969482422,18.719999313354492,18.93000030517578,133387900,18.93000030517578
2020-02-27,22.0,20.110000610351562,20.649999618530273,22.0,169054100,22.0
2020-02-28,25.0,22.68000030517578,24.709999084472656,22.809999465942383,146202600,22.809999465942383
2020-03-02,23.604999542236328,21.90999984741211,22.200000762939453,22.030000686645508,112062400,22.030000686645508
2020-03-03,25.079999923706055,21.084999084472656,21.950000762939453,24.450000762939453,125444500,24.450000762939453
