,ticker,exchange,assetType,priceCurrency,startDate,endDate
10614,BBBI,PINK,Stock,USD,2006-12-01,2017-06-12
10615,BBBIX,NMFQS,Mutual Fund,USD,2000-07-20,2020-06-19
10616,BBBK,PINK,Stock,USD,2001-01-02,2020-06-19
10617,BBBMF,PINK,Stock,USD,2016-12-16,2020-06-17
10618,BBBMX,NMFQS,Mutual Fund,USD,2000-07-20,2020-06-19
10619,BBBSF,OTCMKTS,Stock,USD,2004-09-09,2019-09-23
10620,BBBTX,NMFQS,Mutual Fund,USD,2014-02-24,2017-04-10
10621,BBBXF,OTCQB,Stock,USD,2011-07-15,2020-06-19
10622,BBBXF,OTCGREY,Stock,USD,2014-05-27,2019-01-22
10623,BBBY,NASDAQ,Stock,USD,1992-06-05,2020-06-19
10624,BBC,NYSE ARCA,ETF,USD,2014-12-17,2020-06-19
10625,BBCA,BATS,ETF,USD,2018-08-08,2020-06-19
10626,BBCA1,,Stock,USD,,
10627,BBCN,NASDAQ,Stock,USD,,
10628,BBCP,NASDAQ,Stock,USD,2017-08-21,2020-06-19
10629,BBCPW,PINK,Stock,USD,2017-08-21,2020-06-17
10630,BBCPX,NMFQS,Mutual Fund,USD,2016-01-04,2020-06-19
10631,BBCTX,NMFQS,Mutual Fund,USD,2014-02-24,2017-04-10
10632,BBCZ,NYSE,Stock,USD,,
10633,BBD,NYSE,Stock,USD,2001-11-23,2020-06-19
10634,BBDA,PINK,Stock,USD,2017-09-19,2020-06-19
10635,BBDC,NYSE,Stock,USD,2018-08-03,2020-06-19
10636,BBDC1,NASDAQ,Stock,USD,,
10637,BBDO,NYSE,Stock,USD,2012-03-13,2020-06-19
10638,BBDTX,NMFQS,Mutual Fund,USD,2014-02-24,2017-04-10
10639,BBEDF,PINK,Stock,USD,2018-07-17,2018-07-17
10640,BBEP,NASDAQ,Stock,USD,,
10641,BBEPP,NASDAQ,Stock,USD,2014-05-15,2016-06-01
10642,BBEPQ,OTCMKTS,Stock,USD,2016-01-04,2018-04-06
10643,BBETX,NMFQS,Mutual Fund,USD,2014-02-24,2017-04-10
10644,BBEU,BATS,ETF,USD,2018-06-18,2020-06-19
10645,BBF,NYSE,ETF,USD,2001-07-27,2020-06-19
10646,BBFIX,NMFQS,Mutual Fund,USD,2007-05-03,2020-06-19
10647,BBFTX,NMFQS,Mutual Fund,USD,2014-02-24,2017-04-10
10648,BBG,NYSE,Stock,USD,2004-12-10,2018-03-19
10649,BBGI,NASDAQ,Stock,USD,2000-02-11,2020-06-19
10650,BBGLX,NMFQS,Mutual Fund,USD,2015-04-29,2020-06-19
10651,BBGNX,NMFQS,Mutual Fund,USD,2013-04-04,2020-06-19
10652,BBGP,PINK,Stock,USD,2016-01-04,2020-06-19
10653,BBGPX,NMFQS,Mutual Fund,USD,2002-12-20,2020-06-19
10654,BBGRX,NMFQS,Mutual Fund,USD,2013-04-04,2020-06-19
10655,BBGSX,NMFQS,Mutual Fund,USD,2016-01-04,2020-06-19
10656,BBGTX,NMFQS,Mutual Fund,USD,2014-02-24,2017-04-10
10657,BBGVX,NMFQS,Mutual Fund,USD,1996-06-20,2020-06-19
10658,BBH,NASDAQ,ETF,USD,1999-11-23,2020-06-19
10659,BBHEX,NMFQS,Mutual Fund,USD,1997-06-06,2017-08-11
10660,BBHF,NASDAQ,Stock,USD,,
10661,BBHLX,NMFQS,Mutual Fund,USD,1995-04-03,2020-06-19
10662,BBHTX,NMFQS,Mutual Fund,USD,2014-02-24,2017-04-10
10663,BBI,NASDAQ,Stock,USD,1993-03-15,2020-06-19
10664,BBIEX,NMFQS,Mutual Fund,USD,2016-01-04,2020-06-19
10665,BBIIX,NMFQS,Mutual Fund,USD,2015-01-02,2020-06-19
10666,BBIM,PINK,Stock,USD,2009-09-15,2017-07-14
10667,BBIN,BATS,ETF,USD,2019-12-05,2020-06-19
10668,BBINX,NMFQS,Mutual Fund,USD,2015-01-02,2020-06-19
10669,BBIO,NASDAQ,Stock,USD,2019-06-27,2020-06-19
10670,BBISX,NMFQS,Mutual Fund,USD,1996-06-20,2020-06-19
10671,BBITX,NMFQS,Mutual Fund,USD,2014-02-24,2017-04-10
10672,BBIXF,PINK,Stock,USD,2019-07-30,2020-02-24
10673,BBJP,BATS,ETF,USD,2018-06-18,2020-06-19
10674,BBJTX,NMFQS,Mutual Fund,USD,2014-02-24,2017-04-10
10675,BBK,NYSE,ETF,USD,2002-04-26,2020-06-19
10676,BBKCF,OTCQB,Stock,USD,2017-12-12,2020-06-19
10677,BBKTX,NMFQS,Mutual Fund,USD,2015-03-27,2017-04-10
10678,BBL,NYSE,Stock,USD,2003-06-25,2020-06-19
10679,BBLC,OTCMKTS,Stock,USD,2006-12-01,2020-06-19
10680,BBLG,OTCQB,Stock,USD,2016-03-31,2020-06-09
10681,BBLGD,OTCBB,Stock,USD,2016-03-31,2018-08-17
10682,BBLIX,NMFQS,Mutual Fund,USD,2019-09-12,2020-06-19
10683,BBLKF,PINK,Stock,USD,2008-06-18,2020-06-10
10684,BBLRX,NMFQS,Mutual Fund,USD,2019-09-12,2020-06-19
10685,BBLS,PINK,Stock,USD,2008-01-23,2020-06-19
10686,BBLU,NASDAQ,Stock,USD,,
10687,BBLUQ,NASDAQ,Stock,USD,2016-01-04,2016-08-02
10688,BBMC,,ETF,USD,2020-04-15,2020-06-19
10689,BBME,PINK,Stock,USD,2007-06-06,2020-06-19
10690,BBMGX,NMFQS,Mutual Fund,USD,2000-01-03,2017-05-26
10691,BBMPY,PINK,Stock,USD,,
10692,BBMUX,NMFQS,Mutual Fund,USD,2015-09-21,2020-06-19
10693,BBMXX,NMFQS,Mutual Fund,USD,,
10694,BBN,NYSE,ETF,USD,2010-08-30,2020-06-19
10695,BBNCX,NMFQS,Mutual Fund,USD,2012-02-01,2020-06-19
10696,BBND,NASDAQ,Stock,USD,,
10697,BBNIX,NMFQS,Mutual Fund,USD,2018-06-28,2020-06-19
10698,BBNK,NASDAQ,Stock,USD,2003-01-27,2015-06-30
10699,BBNNX,NMFQS,Mutual Fund,USD,,
10700,BBNTX,NMFQS,Mutual Fund,USD,1996-06-20,2020-06-19
10701,BBOX,NASDAQ,Stock,USD,1992-12-17,2019-01-07
10702,BBP,NYSE ARCA,ETF,USD,2014-12-17,2020-06-19
10703,BBPPQ,PINK,Stock,USD,2016-05-25,2018-04-05
10704,BBQ,NASDAQ,Stock,USD,1996-11-04,2020-06-19
10705,BBQZ,NASDAQ,Stock,USD,,
10706,BBR,,Stock,USD,,
10707,BBRC,NYSE ARCA,ETF,USD,2012-08-17,2019-06-14
10708,BBRC1,NASDAQ,Stock,USD,,
10709,BBRD,PINK,Stock,USD,2014-10-27,2017-10-03
10710,BBRDD,PINK,Stock,USD,2017-10-04,2017-10-30
10711,BBRE,BATS,ETF,USD,2018-06-18,2020-06-19
10712,BBRG,NASDAQ,Stock,USD,2010-10-21,2018-05-25
10713,BBRRF,OTCQB,Stock,USD,2013-03-15,2020-06-19
10714,BBRW,PINK,Stock,USD,2017-09-22,2020-06-19
10715,BBRYF,PINK,Stock,USD,2007-07-13,2020-06-19
10716,BBSA,BATS,ETF,USD,2019-03-13,2020-06-19
10717,BBSCX,NMFQS,Mutual Fund,USD,2012-02-01,2020-06-19
10718,BBSEY,PINK,Stock,USD,2014-03-31,2020-06-19
10719,BBSGX,NMFQS,Mutual Fund,USD,1996-06-20,2020-06-19
10720,BBSI,NASDAQ,Stock,USD,1993-06-14,2020-06-19
10721,BBSOX,NMFQS,Mutual Fund,USD,2013-01-02,2020-06-19
10722,BBSPY,PINK,Stock,USD,2013-11-08,2018-01-08
10723,BBSRF,OTCQB,Stock,USD,2017-11-03,2020-06-19
10724,BBSW,NASDAQ,Stock,USD,,
10725,BBSXX,NMFQS,Mutual Fund,USD,,
10726,BBT-P-D,NYSE,Stock,USD,2012-04-27,2019-08-30
10727,BBT-P-D-CL,NYSE,Stock,USD,2019-08-02,2019-08-30
10728,BBT-P-E,NYSE,Stock,USD,2012-07-26,2019-08-30
10729,BBT-P-E-CL,NYSE,Stock,USD,2019-08-02,2019-08-30
10730,BBTBX,NMFQS,Mutual Fund,USD,2013-10-30,2020-06-19
10731,BBTEX,NMFQS,Mutual Fund,USD,1998-10-30,2019-10-22
10732,BBTGX,NMFQS,Mutual Fund,USD,1992-10-09,2020-06-19
10733,BBTRX,NMFQS,Mutual Fund,USD,2011-03-28,2019-10-22
10734,BBU,NYSE,Stock,USD,2016-06-17,2020-06-19
10735,BBU-W,NYSE,Stock,USD,,
10736,BBUCQ,PINK,Stock,USD,2017-10-10,2020-06-19
10737,BBUS,BATS,ETF,USD,2019-03-13,2020-06-19
10738,BBVA,NYSE,Stock,USD,1988-12-15,2020-06-19
10739,BBVKF,OTCMKTS,Stock,USD,2004-03-10,2018-06-14
10740,BBVLX,NMFQS,Mutual Fund,USD,2015-04-29,2020-06-19
10741,BBVSX,NMFQS,Mutual Fund,USD,2015-04-29,2020-06-19
10742,BBVXF,PINK,Stock,USD,2007-07-16,2020-06-19
10743,BBW,NYSE,Stock,USD,2004-10-28,2020-06-19
10744,BBX,NYSE,Stock,USD,2016-01-04,2020-06-19
10745,BBX1,,Stock,USD,,
10746,BBXT,OTCMKTS,Stock,USD,2016-01-04,2017-07-12
10747,BBXTB,OTCQX,Stock,USD,2017-09-22,2020-06-19
10748,BBY,NYSE,Stock,USD,1985-04-19,2020-06-19
10749,BBZKF,OTCMKTS,Stock,USD,2015-10-19,2017-12-12
10750,BC,NYSE,Stock,USD,1981-12-31,2020-06-19
10751,BC-P-A,NYSE,Stock,USD,2018-10-08,2020-06-19
10752,BC-P-B,NYSE,Stock,USD,2018-12-06,2020-06-19
10753,BC-P-C,NYSE,Stock,USD,2019-03-08,2020-06-19
10754,BCA,NYSE,Stock,USD,,
10755,BCACR,NASDAQ,Stock,USD,2017-07-18,2019-05-14
10756,BCACU,NASDAQ,Stock,USD,2017-06-20,2019-05-14
10757,BCAIX,NMFQS,Mutual Fund,USD,2010-12-29,2020-06-19
10758,BCAKX,NMFQS,Mutual Fund,USD,2019-12-19,2020-06-19
10759,BCAL,PINK,Stock,USD,2015-12-22,2020-06-19
10760,BCAM,,Stock,USD,,
10761,BCAMX,NMFQS,Mutual Fund,USD,2012-04-30,2020-06-19
10762,BCANX,NMFQS,Mutual Fund,USD,2019-12-19,2020-06-19
10763,BCAP,PINK,Stock,USD,2011-12-16,2020-06-16
10764,BCAPX,NMFQS,Mutual Fund,USD,2006-12-29,2020-06-19
10765,BCAR,NASDAQ,Stock,USD,2012-03-07,2015-08-03
10766,BCAS,,Stock,USD,,
10767,BCAUF,PINK,Stock,USD,2007-07-27,2020-06-19
10768,BCAUY,PINK,Stock,USD,2011-06-21,2020-06-19
10769,BCAXX,NMFQS,Mutual Fund,USD,,
10770,BCBAX,NMFQS,Mutual Fund,USD,1996-01-31,2020-06-19
10771,BCBCX,NMFQS,Mutual Fund,USD,1997-02-28,2020-06-19
10772,BCBDX,NMFQS,Mutual Fund,USD,2008-04-08,2020-06-19
10773,BCBF,PINK,Stock,USD,2005-10-28,2020-06-19
10774,BCBHF,PINK,Stock,USD,2007-07-13,2020-06-19
10775,BCBP,NASDAQ,Stock,USD,2003-10-15,2020-06-19
10776,BCBRX,NMFQS,Mutual Fund,USD,2006-10-02,2020-06-19
10777,BCBXX,NMFQS,Mutual Fund,USD,,
10778,BCC,NYSE,Stock,USD,2013-02-06,2020-06-19
10779,BCCAGX,NMFQS,Mutual Fund,USD,,
10780,BCCAHX,NMFQS,Mutual Fund,USD,,
10781,BCCAKX,NMFQS,Mutual Fund,USD,,
10782,BCCALX,NMFQS,Mutual Fund,USD,,
10783,BCCAX,NMFQS,Mutual Fund,USD,2015-01-02,2020-06-19
10784,BCCCF,PINK,Stock,USD,2018-02-23,2020-03-26
10785,BCCCX,NMFQS,Mutual Fund,USD,2001-01-31,2020-06-19
10786,BCCEF,PINK,Stock,USD,2012-03-02,2020-06-17
10787,BCCHX,NMFQS,Mutual Fund,USD,2011-04-29,2019-12-30
10788,BCCI,PINK,Stock,USD,2016-01-04,2020-06-19
10789,BCCLF,PINK,Stock,USD,2017-02-09,2020-06-19
10790,BCCMY,OTCMKTS,Stock,USD,2018-03-14,2020-04-14
10791,BCCPX,NMFQS,Mutual Fund,USD,2006-12-26,2020-06-19
10792,BCCVY,OTCGREY,Stock,USD,,
10793,BCCXX,NMFQS,Mutual Fund,USD,,
10794,BCD,NYSE ARCA,ETF,USD,2017-03-31,2020-06-19
10795,BCDA,NASDAQ,Stock,USD,2008-03-14,2020-06-19
10796,BCDAD,OTCBB,Stock,USD,2017-11-03,2017-11-29
10797,BCDAW,NASDAQ,Stock,USD,2019-08-02,2020-06-19
10798,BCDI,OTCBB,Stock,USD,2009-06-25,2019-12-23
10799,BCDMF,PINK,Stock,USD,2016-03-21,2020-06-19
10800,BCDRF,PINK,Stock,USD,2008-10-27,2020-06-19
10801,BCDS,PINK,Stock,USD,2016-01-04,2020-06-19
10802,BCDS,NASDAQ,Stock,USD,,
10803,BCDTY,OTCGREY,Stock,USD,,
10804,BCE,NYSE,Stock,USD,1982-11-15,2020-06-19
10805,BCEDX,NMFQS,Mutual Fund,USD,2008-02-04,2020-06-19
10806,BCEFF,PINK,Stock,USD,2018-05-04,2020-05-26
10807,BCEGX,NMFQS,Mutual Fund,USD,2004-06-30,2020-06-19
10808,BCEI,NYSE,Stock,USD,2011-12-15,2020-06-19
10809,BCEKF,OTCQX,Stock,USD,2007-06-07,2020-06-19
10810,BCEL,NASDAQ,Stock,USD,2019-06-20,2020-06-19
10811,BCEXF,OTCBB,Stock,USD,2015-05-14,2018-05-04
10812,BCF,NYSE,Stock,USD,2006-09-27,2014-12-10
10813,BCF1,,Stock,USD,,
10814,BCFAX,NMFQS,Mutual Fund,USD,2013-01-02,2017-12-29
10815,BCFIX,NMFQS,Mutual Fund,USD,2012-02-03,2017-12-29
10816,BCFN,,Stock,USD,,
10817,BCGAX,NMFQS,Mutual Fund,USD,1998-01-29,2020-06-19
10818,BCGBX,NMFQS,Mutual Fund,USD,2000-01-03,2017-05-26
10819,BCGCX,NMFQS,Mutual Fund,USD,2001-01-31,2020-06-19
10820,BCGDX,NMFQS,Mutual Fund,USD,2015-01-02,2020-06-19
10821,BCGFX,NMFQS,Mutual Fund,USD,,
10822,BCGI,NASDAQ,Stock,USD,,
10823,BCGOD,OTCMKTS,Stock,USD,2018-03-12,2018-04-23
10824,BCGOF,OTCMKTS,Stock,USD,2016-08-05,2019-12-12
10825,BCGPX,NMFQS,Mutual Fund,USD,2006-12-26,2020-06-19
10826,BCGTX,NMFQS,Mutual Fund,USD,1997-09-30,2020-06-19
10827,BCH,NYSE,Stock,USD,2002-01-08,2020-06-19
10828,BCHEY,PINK,Stock,USD,2012-12-05,2020-06-19
10829,BCHFP,OTCGREY,Stock,USD,2019-08-29,2020-04-02
10830,BCHHF,OTCGREY,Stock,USD,2016-03-15,2020-06-08
10831,BCHIX,NMFQS,Mutual Fund,USD,2010-03-01,2020-06-19
10832,BCHNF,OTCGREY,Stock,USD,,
10833,BCHP,NYSE ARCA,ETF,USD,2014-04-23,2015-10-30
10834,BCHTX,NMFQS,Mutual Fund,USD,1996-06-20,2018-01-26
10835,BCHXX,NMFQS,Mutual Fund,USD,,
10836,BCHYX,NMFQS,Mutual Fund,USD,1996-06-20,2020-06-19
10837,BCI,NYSE ARCA,ETF,USD,2017-03-31,2020-06-19
10838,BCIAX,NMFQS,Mutual Fund,USD,2010-03-01,2020-06-19
10839,BCIBX,NMFQS,Mutual Fund,USD,1996-03-18,2015-04-07
10840,BCICF,NYSE,Stock,USD,,
10841,BCICX,NMFQS,Mutual Fund,USD,2008-04-08,2020-06-19
10842,BCIFX,NMFQS,Mutual Fund,USD,2001-12-31,2020-06-19
10843,BCII,PINK,Stock,USD,2018-01-10,2020-06-19
10844,BCII1,NASDAQ,Stock,USD,,
10845,BCIIX,NMFQS,Mutual Fund,USD,1999-05-28,2020-06-19
10846,BCIS,NASDAQ,Stock,USD,,
10847,BCISX,NMFQS,Mutual Fund,USD,2015-01-02,2020-06-19
10848,BCITX,NMFQS,Mutual Fund,USD,1983-11-15,2020-06-19
10849,BCIYX,NMFQS,Mutual Fund,USD,2010-03-01,2020-06-19
10850,BCKIF,PINK,Stock,USD,2007-12-03,2020-06-19
10851,BCKIY,PINK,Stock,USD,2017-09-20,2020-06-19
10852,BCKMF,OTCGREY,Stock,USD,2012-06-05,2020-06-19
10853,BCL1,NYSE,Stock,USD,,
10854,BCLE,PINK,Stock,USD,2017-09-20,2019-02-22
10855,BCLI,NASDAQ,Stock,USD,2003-08-28,2020-06-19
10856,BCLIX,NMFQS,Mutual Fund,USD,2010-03-01,2017-10-20
10857,BCLMF,OTCGREY,Stock,USD,2018-06-26,2020-06-19
10858,BCLPX,NMFQS,Mutual Fund,USD,2007-12-20,2020-06-19
10859,BCLSX,NMFQS,Mutual Fund,USD,2013-01-02,2016-11-29
10860,BCLTX,NMFQS,Mutual Fund,USD,1996-06-20,2017-10-20
10861,BCLYF,PINK,Stock,USD,2007-07-16,2020-06-19
10862,BCM,NYSE ARCA,ETF,USD,2011-04-21,2020-06-19
10863,BCMAX,NMFQS,Mutual Fund,USD,1998-01-29,2020-06-19
10864,BCMBX,NMFQS,Mutual Fund,USD,2000-01-03,2017-05-26
10865,BCMCX,NMFQS,Mutual Fund,USD,2001-01-31,2020-06-19
10866,BCMIX,NMFQS,Mutual Fund,USD,2011-12-15,2020-06-19
10867,BCMKF,PINK,Stock,USD,2019-05-30,2019-10-22
10868,BCML,NASDAQ,Stock,USD,2004-08-09,2020-06-19
10869,BCMPX,NMFQS,Mutual Fund,USD,2006-12-26,2020-06-19
10870,BCMRF,OTCMKTS,Stock,USD,2010-12-06,2020-06-15
10871,BCMSX,NMFQS,Mutual Fund,USD,2002-09-30,2020-06-19
10872,BCMTX,NMFQS,Mutual Fund,USD,1997-09-30,2020-06-19
10873,BCMXX,NMFQS,Mutual Fund,USD,,
10874,BCMXY,PINK,Stock,USD,2010-01-20,2020-06-19
10875,BCNA,NASDAQ,ETF,USD,2018-06-20,2019-10-22
10876,BCNAF,PINK,Stock,USD,2007-11-19,2020-06-18
10877,BCNAY,PINK,Stock,USD,2017-10-03,2020-06-18
10878,BCND,PINK,Stock,USD,2017-09-20,2020-06-19
10879,BCNLF,OTCMKTS,Stock,USD,2017-10-12,2019-04-18
10880,BCNN,PINK,Stock,USD,2011-02-23,2020-06-19
10881,BCNTF,PINK,Stock,USD,2018-02-01,2018-02-08
10882,BCO,NYSE,Stock,USD,1996-01-03,2020-06-19
10883,BCOHY,OTCMKTS,Stock,USD,,
10884,BCOIX,NMFQS,Mutual Fund,USD,2000-09-29,2020-06-19
10885,BCOM,NASDAQ,Stock,USD,2007-11-01,2020-06-19
10886,BCONQ,NASDAQ,Stock,USD,2011-11-10,2016-07-19
10887,BCOR,NASDAQ,Stock,USD,1998-12-15,2020-06-19
10888,BCOSF,OTCGREY,Stock,USD,,
10889,BCOSX,NMFQS,Mutual Fund,USD,2000-09-29,2020-06-19
10890,BCOV,NASDAQ,Stock,USD,2012-02-17,2020-06-19
10891,BCOW,NASDAQ,Stock,USD,2019-01-09,2020-06-19
10892,BCPAAX,NMFQS,Mutual Fund,USD,,
10893,BCPABX,NMFQS,Mutual Fund,USD,,
10894,BCPAEX,NMFQS,Mutual Fund,USD,,
10895,BCPAFX,NMFQS,Mutual Fund,USD,,
10896,BCPAX,NMFQS,Mutual Fund,USD,2014-01-02,2020-06-19
10897,BCPC,NASDAQ,Stock,USD,1986-06-03,2020-06-19
10898,BCPEX,NMFQS,Mutual Fund,USD,2009-01-02,2016-11-30
10899,BCPGF,OTCMKTS,Stock,USD,2017-06-15,2018-07-06
10900,BCPIX,NMFQS,Mutual Fund,USD,2007-12-31,2020-06-19
10901,BCPRX,NMFQS,Mutual Fund,USD,2018-02-16,2020-06-19
10902,BCR,NYSE,Stock,USD,1983-04-06,2017-12-29
10903,BCRAX,NMFQS,Mutual Fund,USD,2012-04-30,2020-06-19
10904,BCRCX,NMFQS,Mutual Fund,USD,2012-04-30,2020-06-19
10905,BCREX,NMFQS,Mutual Fund,USD,2013-01-02,2020-06-19
10906,BCRH,NYSE,Stock,USD,2013-11-06,2020-03-30
10907,BCRHF,PINK,Stock,USD,2020-03-31,2020-06-19
10908,BCRIX,NMFQS,Mutual Fund,USD,2011-02-28,2020-06-19
10909,BCRKX,NMFQS,Mutual Fund,USD,2017-01-03,2020-06-19
10910,BCRMF,OTCBB,Stock,USD,2013-09-16,2018-03-23
10911,BCRX,NASDAQ,Stock,USD,1994-03-04,2020-06-19
10912,BCS,NYSE,Stock,USD,1986-09-10,2020-06-19
10913,BCS-22A,NYSE,Stock,USD,,
10914,BCS-26B,NYSE,Stock,USD,,
10915,BCS-P,,Stock,USD,,
10916,BCS-P-D,NYSE,Stock,USD,2014-09-22,2018-12-14
10917,BCS-P-D-CL,NYSE,Stock,USD,2018-10-24,2018-12-14
10918,BCSAX,NMFQS,Mutual Fund,USD,2011-10-04,2020-06-19
10919,BCSB,NASDAQ,Stock,USD,2008-05-14,2014-02-11
10920,BCSCX,NMFQS,Mutual Fund,USD,2011-10-04,2020-06-19
10921,BCSF,NYSE,Stock,USD,2018-11-15,2020-06-19
10922,BCSF-R,NYSE,Stock,USD,2020-05-11,2020-06-04
10923,BCSFRT-WI,NYSE,Stock,USD,,
10924,BCSFX,NMFQS,Mutual Fund,USD,2016-01-04,2020-06-19
10925,BCSI,NASDAQ,Stock,USD,,
10926,BCSIX,NMFQS,Mutual Fund,USD,1992-07-23,2020-06-19
10927,BCSKX,NMFQS,Mutual Fund,USD,2018-01-29,2020-06-19
10928,BCSO,PINK,Stock,USD,2017-10-19,2020-06-15
10929,BCSSX,NMFQS,Mutual Fund,USD,2011-12-15,2020-06-19
10930,BCST,NASDAQ,Stock,USD,,
10931,BCST1,NASDAQ,Stock,USD,,
10932,BCSVX,NMFQS,Mutual Fund,USD,2016-01-04,2020-06-19
10933,BCTF,NASDAQ,Stock,USD,2016-10-12,2020-06-19
10934,BCTI,NASDAQ,Stock,USD,,
10935,BCTIX,NMFQS,Mutual Fund,USD,2010-03-01,2020-06-19
10936,BCTXF,OTCQB,Stock,USD,2010-10-28,2020-06-19
10937,BCTXX,NMFQS,Mutual Fund,USD,,
10938,BCU,,Stock,USD,,
10939,BCUCF,OTCGREY,Stock,USD,2012-06-07,2020-06-19
10940,BCUCY,PINK,Stock,USD,2017-09-22,2020-06-19
10941,BCUFF,OTCGREY,Stock,USD,2017-09-26,2020-06-17
10942,BCV,AMEX,ETF,USD,1984-09-07,2020-06-19
10943,BCV-P-A,NYSE MKT,Stock,USD,2016-08-05,2020-06-19
10944,BCV-R,AMEX,Stock,USD,,
10945,BCV-R-W,AMEX,Stock,USD,,
10946,BCVAX,NMFQS,Mutual Fund,USD,2015-01-02,2017-07-17
10947,BCVCX,NMFQS,Mutual Fund,USD,2001-01-31,2020-06-19
10948,BCVIX,NMFQS,Mutual Fund,USD,2015-01-02,2017-07-17
10949,BCVMF,OTCMKTS,Stock,USD,2016-03-31,2019-08-29
10950,BCVRT-WI,AMEX,Stock,USD,,
10951,BCVVF,OTCGREY,Stock,USD,2018-04-12,2020-06-18
10952,BCWAX,NMFQS,Mutual Fund,USD,2015-01-02,2017-07-17
10953,BCWG,PINK,Stock,USD,2017-10-13,2020-03-24
10954,BCWIX,NMFQS,Mutual Fund,USD,2015-01-02,2017-07-17
10955,BCX,NYSE,ETF,USD,2011-03-29,2020-06-19
10956,BCXAX,NMFQS,Mutual Fund,USD,2015-01-02,2017-07-17
10957,BCXIX,NMFQS,Mutual Fund,USD,2015-01-02,2017-07-17
10958,BCYAX,NMFQS,Mutual Fund,USD,2015-01-02,2017-07-17
10959,BCYC,NASDAQ,Stock,USD,2019-05-23,2020-06-19
10960,BCYIF,PINK,Stock,USD,2005-08-29,2020-06-18
10961,BCYIX,NMFQS,Mutual Fund,USD,2015-01-02,2017-07-17
10962,BCYP,PINK,Stock,USD,2011-09-14,2020-01-31
10963,BCYRA,NYSE,Stock,USD,,
10964,BCYXX,NMFQS,Mutual Fund,USD,,
10965,BCZAX,NMFQS,Mutual Fund,USD,2015-01-02,2017-07-17
10966,BCZIX,NMFQS,Mutual Fund,USD,2015-01-02,2017-07-17
10967,BDABF,PINK,Stock,USD,2017-04-27,2019-02-08
10968,BDAFX,NMFQS,Mutual Fund,USD,2019-02-19,2020-06-19
10969,BDAIX,NMFQS,Mutual Fund,USD,2019-02-19,2020-06-19
10970,BDAQX,NMFQS,Mutual Fund,USD,2015-09-22,2020-06-19
10971,BDAT,NYSE ARCA,ETF,USD,,
10972,BDAUX,NMFQS,Mutual Fund,USD,2019-02-19,2020-06-19
10973,BDAVX,NMFQS,Mutual Fund,USD,2017-02-01,2020-06-19
10974,BDAY,NASDAQ,Stock,USD,,
10975,BDBD,NASDAQ,Stock,USD,2007-05-01,2016-01-19
10976,BDBKX,NMFQS,Mutual Fund,USD,2011-03-31,2020-06-19
10977,BDBPX,NMFQS,Mutual Fund,USD,2018-08-07,2020-06-19
10978,BDC,NYSE,Stock,USD,1993-11-24,2020-06-19
10979,BDC-P-B,NYSE,Stock,USD,2016-07-21,2019-07-12
10980,BDCAEX,NMFQS,Mutual Fund,USD,,
10981,BDCAFX,NMFQS,Mutual Fund,USD,,
10982,BDCAGX,NMFQS,Mutual Fund,USD,,
10983,BDCAIX,NMFQS,Mutual Fund,USD,,
10984,BDCAKX,NMFQS,Mutual Fund,USD,,
10985,BDCL,NYSE ARCA,ETF,USD,2011-05-25,2020-04-01
10986,BDCM,PINK,Stock,USD,2017-09-25,2020-06-18
10987,BDCNF,OTCGREY,Stock,USD,,
10988,BDCO,OTCQX,Stock,USD,1990-04-10,2020-06-19
10989,BDCS,NYSE ARCA,ETF,USD,2011-04-28,2020-06-19
10990,BDCV,,Stock,USD,,
10991,BDCX,NYSE ARCA,Stock,USD,2020-06-03,2020-06-19
10992,BDCY,NYSE,Stock,USD,2019-10-25,2020-06-19
10993,BDCYY,OTCMKTS,Stock,USD,2019-04-22,2019-04-26
10994,BDCZ,NYSE ARCA,ETF,USD,2015-10-09,2020-06-19
10995,BDDDY,PINK,Stock,USD,,
10996,BDDSF,OTCBB,Stock,USD,2016-09-01,2017-09-18
10997,BDDXF,PINK,ETF,USD,2008-06-18,2020-06-16
10998,BDE,NASDAQ,Stock,USD,1998-05-27,2017-08-11
10999,BDE1,,Stock,USD,,
11000,BDEC,BATS,ETF,USD,2019-12-02,2020-06-19
11001,BDEIX,NMFQS,Mutual Fund,USD,2013-12-23,2017-08-11
11002,BDERX,NMFQS,Mutual Fund,USD,2014-06-10,2017-08-11
11003,BDF,NYSE,Stock,USD,,
11004,BDFFX,NMFQS,Mutual Fund,USD,2013-10-03,2020-06-19
11005,BDFH,OTCMKTS,Stock,USD,2015-12-01,2018-06-27
11006,BDFIX,NMFQS,Mutual Fund,USD,2013-10-03,2020-06-19
11007,BDFUX,NMFQS,Mutual Fund,USD,2017-01-03,2020-06-19
11008,BDFVX,NMFQS,Mutual Fund,USD,2017-02-01,2018-04-06
11009,BDG,NYSE ARCA,ETF,USD,2008-06-18,2017-07-14
11010,BDG1,,Stock,USD,,
11011,BDGCF,OTCGREY,Stock,USD,2019-05-24,2020-06-18
11012,BDGE,NASDAQ,Stock,USD,1999-01-12,2020-06-19
11013,BDGN,PINK,Stock,USD,2005-10-05,2017-11-07
11014,BDGND,PINK,Stock,USD,2017-11-08,2017-12-04
11015,BDGPA,,Stock,USD,,
11016,BDGR,PINK,Stock,USD,2017-10-02,2020-06-19
