Date,High,Low,Open,Close,Volume,Adj Close,200ma,50ma
2019-11-29,16.540000915527347,16.280000686645508,16.350000381469727,16.540000915527347,17278900,16.540000915527347,16.540000915527347,16.540000915527347
2019-12-02,17.6299991607666,16.459999084472653,16.520000457763672,17.399999618530273,54318800,17.399999618530273,16.97000026702881,16.97000026702881
2019-12-03,19.040000915527344,18.309999465942386,18.739999771118164,18.40999984741211,93773100,18.40999984741211,17.450000127156574,17.450000127156574
2019-12-04,17.979999542236328,17.34000015258789,17.84000015258789,17.559999465942386,42567000,17.559999465942386,17.477499961853027,17.477499961853027
2019-12-05,17.8799991607666,17.260000228881836,17.290000915527347,17.329999923706055,33390100,17.329999923706055,17.447999954223633,17.447999954223633
2019-12-06,16.969999313354492,16.579999923706055,16.670000076293945,16.729999542236328,39175400,16.729999542236328,17.328333218892414,17.328333218892414
2019-12-09,17.614999771118164,16.71500015258789,16.799999237060547,17.600000381469727,37822000,17.600000381469727,17.367142813546316,17.367142813546316
2019-12-10,17.969999313354492,17.270000457763672,17.5,17.6299991607666,35561500,17.6299991607666,17.399999856948853,17.399999856948853
2019-12-11,17.540000915527347,17.110000610351562,17.440000534057614,17.219999313354492,29098500,17.219999313354492,17.37999979654948,17.37999979654948
2019-12-12,17.290000915527347,16.180000305175778,17.180000305175778,16.200000762939453,64103500,16.200000762939453,17.261999893188477,17.261999893188477
2019-12-13,16.540000915527347,15.510000228881836,16.129999160766598,15.529999732971193,73711700,15.529999732971193,17.104545333168723,17.104545333168723
2019-12-16,15.210000038146973,14.880000114440918,15.06999969482422,15.199999809265135,34186200,15.199999809265135,16.945833206176758,16.945833206176758
2019-12-17,15.279999732971193,14.970000267028807,15.050000190734865,15.09000015258789,30287000,15.09000015258789,16.803076817439152,16.803076817439152
2019-12-18,15.25,14.868000030517578,14.90999984741211,15.239999771118164,29744000,15.239999771118164,16.691428456987655,16.691428456987655
2019-12-19,15.25,14.859999656677244,15.18000030517578,14.859999656677244,28926000,14.859999656677244,16.569333203633626,16.569333203633626
2019-12-20,15.039999961853027,14.760000228881836,14.8100004196167,15.039999961853027,25170100,15.039999961853027,16.47374987602234,16.47374987602234
2019-12-23,15.130000114440918,14.970000267028807,15.0,15.09000015258789,15115400,15.09000015258789,16.39235283346737,16.39235283346737
2019-12-24,15.10099983215332,14.899999618530273,15.029999732971193,14.9399995803833,10315500,14.9399995803833,16.311666541629368,16.311666541629368
2019-12-26,14.949999809265135,14.800000190734865,14.81999969482422,14.920000076293945,13556800,14.920000076293945,16.23842093819066,16.23842093819066
2019-12-27,15.390000343322756,14.850000381469727,14.859999656677244,15.229999542236328,26424000,15.229999542236328,16.187999868392943,16.187999868392943
2019-12-30,15.960000038146973,15.350000381469727,15.359999656677244,15.760000228881836,34244100,15.760000228881836,16.16761893317813,16.16761893317813
2019-12-31,16.059999465942386,15.0600004196167,15.970000267028807,15.119999885559082,33126300,15.119999885559082,16.119999885559082,16.119999885559082
2020-01-02,15.039999961853027,14.5,14.710000038146973,14.510000228881836,28312400,14.510000228881836,16.04999990048616,16.04999990048616
2020-01-03,15.739999771118164,14.949999809265135,15.670000076293945,15.289999961853027,48156600,15.289999961853027,16.018333236376446,16.018333236376446
2020-01-06,15.791000366210938,15.079999923706055,15.739999771118164,15.079999923706055,26057200,15.079999923706055,15.98079990386963,15.98079990386963
2020-01-07,15.359999656677244,14.850000381469727,15.15999984741211,15.010000228881836,27335100,15.010000228881836,15.943461454831636,15.943461454831636
2020-01-08,15.0,14.329999923706055,14.90999984741211,14.800000190734865,48252500,14.800000190734865,15.901111037642867,15.901111037642867
2020-01-09,14.520000457763672,14.170000076293945,14.380000114440918,14.18000030517578,32086900,14.18000030517578,15.839642797197614,15.839642797197614
2020-01-10,14.28499984741211,13.960000038146973,14.15999984741211,14.119999885559082,32915100,14.119999885559082,15.780344765761804,15.780344765761804
2020-01-13,14.109999656677244,13.739999771118164,13.960000038146973,13.760000228881836,28161300,13.760000228881836,15.712999947865804,15.712999947865804
2020-01-14,13.899999618530273,13.510000228881836,13.789999961853027,13.65999984741211,33361900,13.65999984741211,15.646774138173749,15.646774138173749
