,ticker,exchange,assetType,priceCurrency,startDate,endDate
133,000524,SHE,Stock,CNY,2018-01-01,2020-06-22
134,000525,SHE,Stock,CNY,2018-01-01,2020-06-22
135,000526,SHE,Stock,CNY,2007-08-30,2020-06-22
136,000527,SHE,Stock,CNY,,
137,000528,SHE,Stock,CNY,2000-01-03,2020-06-22
138,000529,SHE,Stock,CNY,2018-01-01,2020-06-22
139,000530,SHE,Stock,CNY,2000-01-03,2020-06-22
140,000531,SHE,Stock,CNY,2018-01-02,2020-06-22
141,000532,SHE,Stock,CNY,2000-01-03,2020-06-22
142,000533,SHE,Stock,CNY,2018-01-02,2020-06-22
143,000534,SHE,Stock,CNY,2000-01-03,2020-06-22
144,000535,SHE,Stock,CNY,,
